Sampling Point Id,Air Pollutant,Air Pollution Level,Year,Air Quality Station Type,Air Quality Station Area,Longitude,Latitude
GB_SamplingPoint_65083,PM2.5,14.261,2012,Background,urban,-1.133,52.6313
GB_SamplingPoint_65129,PM2.5,15.843,2011,Background,urban,-1.3958,50.9081
GB_SamplingPoint_65364,PM2.5,8.506,2009,Background,urban,-3.0227,53.3729
GB_SamplingPoint_65089,PM2.5,13.246,2011,Background,urban,-3.1763,51.4818
GB_SamplingPoint_65235,PM2.5,16.435,2011,Background,urban,-2.1751,53.0282
GB_SamplingPoint_65235,PM2.5,14.507,2012,Background,urban,-2.1751,53.0282
GB_SamplingPoint_64726,PM2.5,15.003,2012,Background,urban,-7.3291,55.0012
GB_SamplingPoint_65115,PM2.5,10.352,2012,Background,urban,-5.9288,54.5996
GB_SamplingPoint_65284,PM2.5,13.704,2009,Background,urban,-1.5465,53.8038
GB_SamplingPoint_65364,PM2.5,9.671,2012,Background,urban,-3.0227,53.3729
GB_SamplingPoint_65089,PM2.5,13.169,2008,Background,urban,-3.1763,51.4818
GB_SamplingPoint_65080,PM2.5,11.411,2008,Background,urban,-1.6105,54.9782
GB_SamplingPoint_65306,PM2.5,14.078,2012,Background,urban,-2.2379,53.4815
GB_SamplingPoint_65306,PM2.5,11.621,2009,Background,urban,-2.2379,53.4815
SPO-GB0569A_06001_100,PM2.5,24.837,2009,Background,urban,-1.9081,52.4797
SPO-GB0569A_06001_100,PM2.5,14.481,2008,Background,urban,-1.9081,52.4797
SPO-GB0566A_06001_100,PM2.5,14.142,2003,Background,urban,-0.1259,51.5223
GB_SamplingPoint_24458,PM2.5,14.344,2000,Background,urban,-0.1259,51.5223
SPO-GB0566A_06001_100,PM2.5,16.304,2009,Background,urban,-0.1259,51.5223
SPO-GB0566A_06001_100,PM2.5,16.188,2012,Background,urban,-0.1259,51.5223
SPO-GB0566A_06001_100,PM2.5,14.174,2007,Background,urban,-0.1259,51.5223
GB_SamplingPoint_24458,PM2.5,16.188,2012,Background,urban,-0.1259,51.5223
GB_SamplingPoint_24458,PM2.5,13.079,2001,Background,urban,-0.1259,51.5223
GB_SamplingPoint_24458,PM2.5,14.831,1999,Background,urban,-0.1259,51.5223
GB_SamplingPoint_24458,PM2.5,14.142,2003,Background,urban,-0.1259,51.5223
GB_SamplingPoint_24458,PM2.5,13.682,2002,Background,urban,-0.1259,51.5223
SPO-GB0566A_06001_100,PM2.5,14.344,2000,Background,urban,-0.1259,51.5223
SPO-GB0566A_06001_100,PM2.5,13.682,2002,Background,urban,-0.1259,51.5223
SPO-GB0566A_06001_100,PM2.5,13.969,2006,Background,urban,-0.1259,51.5223
GB_SamplingPoint_24458,PM2.5,12.794,2005,Background,urban,-0.1259,51.5223
SPO-GB0566A_06001_100,PM2.5,12.516,2004,Background,urban,-0.1259,51.5223
GB_SamplingPoint_24458,PM2.5,16.937,2008,Background,urban,-0.1259,51.5223
GB_SamplingPoint_24458,PM2.5,16.304,2009,Background,urban,-0.1259,51.5223
GB_SamplingPoint_24458,PM2.5,14.174,2007,Background,urban,-0.1259,51.5223
GB_SamplingPoint_24458,PM2.5,17.435,2011,Background,urban,-0.1259,51.5223
SPO-GB0566A_06001_100,PM2.5,16.937,2008,Background,urban,-0.1259,51.5223
GB_SamplingPoint_65384,PM2.5,13.855,2009,Background,urban,-0.2135,51.521
GB_SamplingPoint_65384,PM2.5,10.842,2010,Background,urban,-0.2135,51.521
GB_SamplingPoint_65384,PM2.5,11.09,2009,Background,urban,-0.2135,51.521
GB_SamplingPoint_65052,PM2.5,10.842,2010,Background,urban,-0.2135,51.521
GB_SamplingPoint_65052,PM2.5,11.09,2009,Background,urban,-0.2135,51.521
GB_SamplingPoint_65384,PM2.5,11.192,2008,Background,urban,-0.2135,51.521
GB_SamplingPoint_65384,PM2.5,14.607,2012,Background,urban,-0.2135,51.521
GB_SamplingPoint_65470,PM2.5,13.325,2012,Traffic,urban,-0.1753,51.5442
GB_SamplingPoint_65470,PM2.5,16.072,2011,Traffic,urban,-0.1753,51.5442
GB_SamplingPoint_24459,PM2.5,20.693,2006,Traffic,urban,-0.1546,51.5225
GB_SamplingPoint_24459,PM2.5,22.608,2010,Traffic,urban,-0.1546,51.5225
GB_SamplingPoint_65054,PM2.5,25.848,2008,Traffic,urban,-0.1546,51.5225
GB_SamplingPoint_65054,PM2.5,18.058,2012,Traffic,urban,-0.1546,51.5225
SPO-GB0682A_06001_100,PM2.5,19.186,2005,Traffic,urban,-0.1546,51.5225
SPO-GB0682A_06001_100,PM2.5,21.463,2012,Traffic,urban,-0.1546,51.5225
GB_SamplingPoint_65470,PM2.5,17.345,2009,Traffic,urban,-0.1753,51.5442
GB_SamplingPoint_65052,PM2.5,16.333,2011,Background,urban,-0.2135,51.521
SP_35026004_9_47,PM2.5,11.486,2012,Traffic,suburban,-15.4147,28.0263
SP_33024031_9_49,PM2.5,9.421,2012,Background,suburban,-5.6707,43.5166
SP_38038024_9_49,PM2.5,8.108,2012,Traffic,suburban,-16.2768,28.4554
SP_33024031_9_49,PM2.5,9.882,2010,Background,suburban,-5.6707,43.5166
SP_35016010_9_47,PM2.5,7.196,2011,Industrial,suburban,-15.4163,28.0351
SP_35026004_9_49,PM2.5,5.604,2011,Traffic,suburban,-15.4147,28.0263
SP_38031001_9_49,PM2.5,3.694,2009,Background,suburban,-16.5707,28.3831
SPO-ES1818A_06001_102,PM2.5,17.407,2011,Background,suburban,-4.0208,39.8681
SP_45168002_9_49,PM2.5,13.547,2010,Background,suburban,-4.0208,39.8681
SPO-ES1889A_06001_100,PM2.5,8.468,2008,Background,suburban,-5.6397,40.9608
SP_33024031_9_49,PM2.5,11.648,2011,Background,suburban,-5.6707,43.5166
SP_12040008_9_46,PM2.5,10.828,2012,Industrial,suburban,-0.0572,40.0128
SPO-ES1818A_06001_102,PM2.5,10.803,2012,Background,suburban,-4.0208,39.8681
SP_12040010_9_46,PM2.5,14.901,2012,Industrial,suburban,0.0106,39.9819
SP_12040008_9_46,PM2.5,12.101,2009,Industrial,suburban,-0.0572,40.0128
SP_03066003_9_46,PM2.5,10.259,2010,Background,suburban,-0.8033,38.4547
SP_08194008_9_M,PM2.5,17.735,2012,Traffic,suburban,2.2222,41.4256
SP_43148022_9_M,PM2.5,11.661,2009,Industrial,suburban,1.2008,41.1037
SP_43148022_9_M,PM2.5,10.562,2010,Industrial,suburban,1.2008,41.1037
SP_08194008_9_M,PM2.5,17.832,2011,Traffic,suburban,2.2222,41.4256
SP_03014009_9_46,PM2.5,11.624,2011,Industrial,suburban,-0.5139,38.3511
SP_45168002_9_49,PM2.5,15.784,2007,Background,suburban,-4.0208,39.8681
SP_45168002_9_49,PM2.5,17.407,2011,Background,suburban,-4.0208,39.8681
SP_12040010_9_46,PM2.5,19.437,2011,Industrial,suburban,0.0106,39.9819
SP_08211004_9_M,PM2.5,10.905,2010,Industrial,suburban,2.0574,41.3866
SP_08301004_9_M,PM2.5,14.112,2011,Traffic,suburban,2.0138,41.3135
SP_43148022_9_M,PM2.5,9.439,2008,Industrial,suburban,1.2008,41.1037
SP_08089005_9_M,PM2.5,13.395,2012,Background,suburban,1.9915,41.3031
SP_45168002_9_49,PM2.5,10.803,2012,Background,suburban,-4.0208,39.8681
SPO-ES1889A_06001_100,PM2.5,21.027,2007,Background,suburban,-5.6397,40.9608
SP_03066003_9_46,PM2.5,10.984,2011,Background,suburban,-0.8033,38.4547
SP_08169009_9_M,PM2.5,14.65,2012,Traffic,suburban,2.0821,41.3218
SP_08211004_9_M,PM2.5,11.336,2011,Industrial,suburban,2.0574,41.3866
SP_08169009_9_M,PM2.5,15.784,2011,Traffic,suburban,2.0821,41.3218
SP_08089005_9_M,PM2.5,9.834,2011,Background,suburban,1.9915,41.3031
SP_12040010_9_46,PM2.5,22.001,2009,Industrial,suburban,0.0106,39.9819
SP_03014009_9_46,PM2.5,10.065,2012,Industrial,suburban,-0.5139,38.3511
SP_12040010_9_46,PM2.5,15.993,2010,Industrial,suburban,0.0106,39.9819
SP_12040008_9_46,PM2.5,12.053,2011,Industrial,suburban,-0.0572,40.0128
SP_08089005_9_M,PM2.5,8.837,2010,Background,suburban,1.9915,41.3031
SP_43148022_9_M,PM2.5,13.898,2012,Industrial,suburban,1.2008,41.1037
SP_08301004_9_M,PM2.5,10.492,2010,Traffic,suburban,2.0138,41.3135
SP_43148022_9_M,PM2.5,11.518,2011,Industrial,suburban,1.2008,41.1037
SP_03066003_9_46,PM2.5,14.643,2009,Background,suburban,-0.8033,38.4547
SP_03066003_9_46,PM2.5,11.286,2012,Background,suburban,-0.8033,38.4547
SP_12040008_9_46,PM2.5,10.708,2010,Industrial,suburban,-0.0572,40.0128
SP_03031002_9_46,PM2.5,8.875,2011,Background,suburban,-0.1467,38.5714
SP_03031002_9_46,PM2.5,10.331,2012,Background,suburban,-0.1467,38.5714
SP_03031002_9_46,PM2.5,9.159,2010,Background,suburban,-0.1467,38.5714
SP_03014009_9_46,PM2.5,12.863,2010,Industrial,suburban,-0.5139,38.3511
SP_08211004_9_M,PM2.5,11.395,2012,Industrial,suburban,2.0574,41.3866
SP_03031002_9_46,PM2.5,11.92,2009,Background,suburban,-0.1467,38.5714
SPO-ES1633A_06001_100,PM2.5,18.703,2005,Traffic,suburban,-1.1447,37.9936
SP_28161001_9_49,PM2.5,21.709,2007,Background,suburban,-3.6803,40.1852
SP_28161001_9_49,PM2.5,17.596,2008,Background,suburban,-3.6803,40.1852
SP_28161001_9_49,PM2.5,11.992,2011,Background,suburban,-3.6803,40.1852
SPO-ES1884A_06001_100,PM2.5,12.685,2009,Industrial,suburban,-0.2658,39.6342
SP_28161001_9_49,PM2.5,11.086,2012,Background,suburban,-3.6803,40.1852
SP_28161001_9_49,PM2.5,16.626,2009,Background,suburban,-3.6803,40.1852
SP_28161001_9_49,PM2.5,12.916,2010,Background,suburban,-3.6803,40.1852
SPO-ES1633A_06001_100,PM2.5,12.547,2004,Traffic,suburban,-1.1447,37.9936
SPO-ES1633A_06001_100,PM2.5,13.666,2006,Traffic,suburban,-1.1447,37.9936
SP_07040005_9_M,PM2.5,12.695,2012,Background,urban,2.6465,39.5731
SP_47186031_9_49,PM2.5,15.446,2012,Traffic,urban,-4.7406,41.63
SP_35026001_9_47,PM2.5,3.309,2012,Industrial,urban,-15.4161,28.0299
SP_08101001_9_M,PM2.5,14.798,2012,Traffic,urban,2.115,41.3705
SP_39075005_9_M,PM2.5,11.883,2012,Background,urban,-3.7903,43.4678
SPO-ES1631A_06001_500,PM2.5,11.702,2012,Traffic,urban,-4.7303,41.6456
SP_39087004_9_M,PM2.5,15.602,2012,Traffic,urban,-4.0428,43.3675
SP_35004002_9_49,PM2.5,4.345,2012,Background,urban,-13.5559,28.9679
SPO-ES1610A_06001_100,PM2.5,12.542,2012,Traffic,urban,2.6558,39.5701
SP_38038021_9_49,PM2.5,7.127,2012,Industrial,urban,-16.2766,28.4618
SP_47186027_9_49,PM2.5,11.702,2012,Traffic,urban,-4.7303,41.6456
SP_08019043_9_M,PM2.5,18.462,2012,Traffic,urban,2.1538,41.3853
SP_35016012_9_47,PM2.5,9.978,2012,Traffic,urban,-15.4328,28.1337
SP_25120001_9_M,PM2.5,23.706,2012,Traffic,urban,0.6157,41.6158
SP_08245012_9_M,PM2.5,18.068,2012,Traffic,urban,2.2095,41.4474
SP_47186030_9_49,PM2.5,11.035,2012,Industrial,urban,-4.7339,41.6561
SP_08019004_9_M,PM2.5,19.69,2012,Traffic,urban,2.2045,41.4039
SP_47186029_9_49,PM2.5,11.333,2012,Traffic,urban,-4.7467,41.6206
SP_08019044_9_M,PM2.5,19.513,2012,Traffic,urban,2.1534,41.3987
SP_08096014_9_M,PM2.5,17.654,2012,Traffic,urban,2.2871,41.5987
SP_35026003_9_49,PM2.5,7.443,2012,Background,urban,-15.4119,28.0036
SP_43148026_9_M,PM2.5,15.116,2012,Background,urban,1.2467,41.1229
SP_02003001_9_49,PM2.5,11.72,2012,Background,urban,-1.8521,38.9793
SP_08252002_9_M,PM2.5,13.553,2012,Traffic,urban,2.125,41.5156
SP_35004001_9_47,PM2.5,3.768,2012,Industrial,urban,-13.5476,28.977
SP_46250046_9_46,PM2.5,14.175,2012,Background,urban,-0.3364,39.4803
SP_08184006_9_M,PM2.5,17.529,2012,Background,urban,2.0425,41.4921
SP_08121014_9_M,PM2.5,15.081,2012,Background,urban,2.4373,41.5519
SP_46250043_9_M,PM2.5,15.874,2012,Background,urban,-0.3683,39.4781
SP_08187012_9_M,PM2.5,16.844,2012,Traffic,urban,2.1014,41.5612
SP_08019053_9_M,PM2.5,18.47,2012,Background,urban,2.1706,41.4207
SP_46131002_9_46,PM2.5,16.174,2012,Traffic,urban,-0.19,38.9667
SP_08307006_9_M,PM2.5,14.404,2012,Background,urban,1.7263,41.2241
SP_08019054_9_M,PM2.5,14.544,2012,Background,urban,2.148,41.4261
SP_08113002_9_M,PM2.5,21.46,2012,Traffic,urban,1.8385,41.7277
SP_08019028_9_M,PM2.5,20.455,2012,Traffic,urban,2.1649,41.3874
SP_03014008_9_M,PM2.5,13.815,2012,Background,urban,-0.5067,38.3403
SP_28148004_9_49,PM2.5,13.318,2012,Background,urban,-3.4776,40.4495
SP_03133002_9_M,PM2.5,10.111,2012,Traffic,urban,-0.69,37.9911
SP_06015001_9_M,PM2.5,8.703,2012,Background,urban,-7.0115,38.8876
SP_03122005_9_M,PM2.5,11.672,2012,Industrial,urban,-0.5275,38.3972
SPO-ES1787A_06001_500,PM2.5,11.672,2012,Industrial,urban,-0.5275,38.3972
SP_46250048_9_46,PM2.5,19.198,2012,Traffic,urban,-0.4083,39.4811
SPO-ES1601A_06001_100,PM2.5,8.703,2012,Background,urban,-7.0115,38.8876
SP_36057021_9_47,PM2.5,14.259,2012,Background,urban,-8.7369,42.2103
SP_12040016_9_M,PM2.5,12.764,2012,Background,urban,-0.065,39.9958
SP_36057021_9_49,PM2.5,14.259,2012,Background,urban,-8.7369,42.2103
SP_28148004_9_M,PM2.5,10.915,2012,Background,urban,-3.4776,40.4495
SP_28148004_9_49,PM2.5,10.915,2012,Background,urban,-3.4776,40.4495
SP_15078008_9_49,PM2.5,12.514,2012,Traffic,urban,-8.5311,42.8878
SP_28007004_9_49,PM2.5,15.589,2012,Background,urban,-3.8337,40.3419
SP_28148004_9_M,PM2.5,13.318,2012,Background,urban,-3.4776,40.4495
SP_30016020_9_M,PM2.5,14.274,2012,Background,urban,-0.9753,37.6031
SP_28047002_9_49,PM2.5,16.424,2012,Traffic,urban,-4.0143,40.6339
SP_15078008_9_46,PM2.5,12.514,2012,Traffic,urban,-8.5311,42.8878
SP_31201012_9_49,PM2.5,10.884,2012,Background,urban,-1.6514,42.8072
SP_28007004_9_M,PM2.5,15.589,2012,Background,urban,-3.8337,40.3419
SP_01059012_9_49,PM2.5,6.694,2012,Traffic,urban,-2.6614,42.8436
SP_15030027_9_M,PM2.5,19.52,2012,Traffic,urban,-8.4092,43.3828
SP_28007004_9_49,PM2.5,12.523,2012,Background,urban,-3.8337,40.3419
SP_26089001_9_M,PM2.5,10.517,2012,Background,urban,-2.428,42.464
SP_20069005_9_49,PM2.5,10.739,2012,Traffic,urban,-2.0109,43.3094
SP_20069005_9_M,PM2.5,10.739,2012,Traffic,urban,-2.0109,43.3094
SP_48020003_9_49,PM2.5,11.994,2012,Background,urban,-2.9023,43.2549
SP_48020003_9_M,PM2.5,11.994,2012,Background,urban,-2.9023,43.2549
SP_28007004_9_M,PM2.5,12.523,2012,Background,urban,-3.8337,40.3419
SP_39075005_9_M,PM2.5,12.104,2010,Background,urban,-3.7903,43.4678
SP_38038012_9_46,PM2.5,10.128,2010,Industrial,urban,-16.2777,28.451
SP_35016012_9_49,PM2.5,17.766,2005,Traffic,urban,-15.4328,28.1337
SP_35016012_9_49,PM2.5,13.573,2008,Traffic,urban,-15.4328,28.1337
SP_39075005_9_M,PM2.5,11.984,2009,Background,urban,-3.7903,43.4678
SP_35016012_9_47_49_c,PM2.5,18.464,2004,Traffic,urban,-15.4328,28.1337
SP_35016012_9_49,PM2.5,15.715,2007,Traffic,urban,-15.4328,28.1337
SP_25120001_9_M,PM2.5,20.773,2007,Traffic,urban,0.6157,41.6158
SP_47186030_9_49,PM2.5,10.956,2009,Industrial,urban,-4.7339,41.6561
SPO-ES1631A_06001_500,PM2.5,11.995,2008,Traffic,urban,-4.7303,41.6456
SP_35016012_9_47,PM2.5,18.464,2004,Traffic,urban,-15.4328,28.1337
SP_35016012_9_47_49_c,PM2.5,17.766,2005,Traffic,urban,-15.4328,28.1337
SP_35016012_9_47_49_c,PM2.5,15.715,2007,Traffic,urban,-15.4328,28.1337
SPO-ES1610A_06001_100,PM2.5,10.609,2010,Traffic,urban,2.6558,39.5701
SP_35004001_9_A,PM2.5,4.343,2010,Industrial,urban,-13.5476,28.977
SP_02003001_9_49,PM2.5,14.952,2009,Background,urban,-1.8521,38.9793
SP_35004001_9_47,PM2.5,4.343,2010,Industrial,urban,-13.5476,28.977
SP_35004002_9_49,PM2.5,5.186,2009,Background,urban,-13.5559,28.9679
SP_38038022_9_46,PM2.5,9.185,2010,Industrial,urban,-16.2788,28.4582
SP_35016013_9_49,PM2.5,5.261,2009,Background,urban,-15.4301,28.1075
SPO-ES1631A_06001_500,PM2.5,13.474,2005,Traffic,urban,-4.7303,41.6456
SP_02003001_9_49,PM2.5,14.159,2010,Background,urban,-1.8521,38.9793
SP_35016012_9_47,PM2.5,15.715,2007,Traffic,urban,-15.4328,28.1337
SP_35016012_9_49,PM2.5,9.623,2009,Traffic,urban,-15.4328,28.1337
SP_08113002_9_M,PM2.5,15.914,2010,Traffic,urban,1.8385,41.7277
SP_25120001_9_M,PM2.5,18.401,2009,Traffic,urban,0.6157,41.6158
SP_47186027_9_49,PM2.5,16.486,2004,Traffic,urban,-4.7303,41.6456
SP_08019054_9_M,PM2.5,18.597,2008,Background,urban,2.148,41.4261
SP_08019044_9_M,PM2.5,19.08,2010,Traffic,urban,2.1534,41.3987
SP_43148026_9_M,PM2.5,15.242,2007,Background,urban,1.2467,41.1229
SP_02003001_9_49,PM2.5,17.809,2007,Background,urban,-1.8521,38.9793
SPO-ES1239A_06001_100,PM2.5,16.383,2009,Traffic,urban,-0.3758,39.4561
SPO-ES1631A_06001_500,PM2.5,16.486,2004,Traffic,urban,-4.7303,41.6456
SP_08184006_9_M,PM2.5,18.449,2007,Background,urban,2.0425,41.4921
SP_08184006_9_M,PM2.5,17.152,2009,Background,urban,2.0425,41.4921
SP_08184006_9_M,PM2.5,15.099,2010,Background,urban,2.0425,41.4921
SP_08019004_9_M,PM2.5,16.35,2010,Traffic,urban,2.2045,41.4039
SP_43148026_9_M,PM2.5,13.285,2008,Background,urban,1.2467,41.1229
SP_43148026_9_M,PM2.5,14.021,2009,Background,urban,1.2467,41.1229
SP_25120001_9_M,PM2.5,14.761,2008,Traffic,urban,0.6157,41.6158
SP_08307006_9_M,PM2.5,13.284,2010,Background,urban,1.7263,41.2241
SP_08019053_9_M,PM2.5,15.074,2010,Background,urban,2.1706,41.4207
SP_08019054_9_M,PM2.5,14.772,2010,Background,urban,2.148,41.4261
SP_47186027_9_49,PM2.5,13.474,2005,Traffic,urban,-4.7303,41.6456
SP_47186027_9_49,PM2.5,11.997,2009,Traffic,urban,-4.7303,41.6456
SPO-ES1631A_06001_500,PM2.5,11.883,2010,Traffic,urban,-4.7303,41.6456
SP_47186027_9_49,PM2.5,11.883,2010,Traffic,urban,-4.7303,41.6456
SPO-ES1631A_06001_500,PM2.5,11.997,2009,Traffic,urban,-4.7303,41.6456
SP_08187012_9_M,PM2.5,16.911,2010,Traffic,urban,2.1014,41.5612
SP_47186027_9_49,PM2.5,11.995,2008,Traffic,urban,-4.7303,41.6456
SP_08184006_9_M,PM2.5,14.874,2008,Background,urban,2.0425,41.4921
SP_46131002_9_46,PM2.5,14.228,2010,Traffic,urban,-0.19,38.9667
SP_47186029_9_49,PM2.5,11.307,2009,Traffic,urban,-4.7467,41.6206
SP_47186029_9_49,PM2.5,11.334,2010,Traffic,urban,-4.7467,41.6206
SP_02003001_9_49,PM2.5,15.89,2008,Background,urban,-1.8521,38.9793
SP_08307006_9_M,PM2.5,16.246,2009,Background,urban,1.7263,41.2241
SP_46250043_9_M,PM2.5,20.377,2005,Background,urban,-0.3683,39.4781
SP_47186030_9_49,PM2.5,10.944,2010,Industrial,urban,-4.7339,41.6561
SP_12040016_9_M,PM2.5,11.442,2010,Background,urban,-0.065,39.9958
SP_46131002_9_46,PM2.5,18.049,2009,Traffic,urban,-0.19,38.9667
SP_08019054_9_M,PM2.5,20.418,2009,Background,urban,2.148,41.4261
SPO-ES1787A_06001_500,PM2.5,18.667,2008,Industrial,urban,-0.5275,38.3972
SP_46250043_9_M,PM2.5,23.419,2006,Background,urban,-0.3683,39.4781
SP_46250043_9_M,PM2.5,14.67,2010,Background,urban,-0.3683,39.4781
SP_46250043_9_M,PM2.5,27.553,2007,Background,urban,-0.3683,39.4781
SP_46250048_9_46,PM2.5,10.403,2010,Traffic,urban,-0.4083,39.4811
SPO-ES1849A_06001_102,PM2.5,14.025,2009,Traffic,urban,-0.7175,38.2592
SP_25120001_9_M,PM2.5,14.256,2010,Traffic,urban,0.6157,41.6158
SPO-ES1601A_06001_100,PM2.5,12.241,2009,Background,urban,-7.0115,38.8876
SP_46250043_9_M,PM2.5,15.853,2009,Background,urban,-0.3683,39.4781
SPO-ES1787A_06001_500,PM2.5,20.955,2005,Industrial,urban,-0.5275,38.3972
SP_36057021_9_47,PM2.5,15.084,2009,Background,urban,-8.7369,42.2103
SPO-ES1912A_06001_100,PM2.5,8.369,2009,Traffic,urban,-0.3428,39.4575
SP_28007004_9_49,PM2.5,8.894,2010,Background,urban,-3.8337,40.3419
SP_28007004_9_M,PM2.5,8.894,2010,Background,urban,-3.8337,40.3419
SP_03014008_9_M,PM2.5,14.387,2009,Background,urban,-0.5067,38.3403
SPO-ES1849A_06001_102,PM2.5,19.467,2007,Traffic,urban,-0.7175,38.2592
SP_03014008_9_M,PM2.5,11.424,2010,Background,urban,-0.5067,38.3403
SP_03122005_9_M,PM2.5,13.077,2010,Industrial,urban,-0.5275,38.3972
SP_08019053_9_M,PM2.5,15.893,2009,Background,urban,2.1706,41.4207
SP_03122005_9_M,PM2.5,18.667,2008,Industrial,urban,-0.5275,38.3972
SP_03122005_9_M,PM2.5,14.808,2009,Industrial,urban,-0.5275,38.3972
SP_08019028_9_M,PM2.5,19.731,2010,Traffic,urban,2.1649,41.3874
SP_36057021_9_49,PM2.5,17.012,2010,Background,urban,-8.7369,42.2103
SP_03122005_9_M,PM2.5,31.815,2007,Industrial,urban,-0.5275,38.3972
SPO-ES1601A_06001_100,PM2.5,7.887,2010,Background,urban,-7.0115,38.8876
SP_36057021_9_47,PM2.5,17.012,2010,Background,urban,-8.7369,42.2103
SP_08121014_9_M,PM2.5,12.223,2010,Background,urban,2.4373,41.5519
SP_12040016_9_M,PM2.5,14.051,2009,Background,urban,-0.065,39.9958
SP_06015001_9_M,PM2.5,13.254,2006,Background,urban,-7.0115,38.8876
SP_46250048_9_46,PM2.5,11.977,2009,Traffic,urban,-0.4083,39.4811
SP_06015001_9_M,PM2.5,12.241,2009,Background,urban,-7.0115,38.8876
SP_08245012_9_M,PM2.5,16.391,2010,Traffic,urban,2.2095,41.4474
SPO-ES1601A_06001_100,PM2.5,6.243,2005,Background,urban,-7.0115,38.8876
SPO-ES1615A_06001_100,PM2.5,13.251,2004,Background,urban,-6.3603,39.4728
SPO-ES1787A_06001_500,PM2.5,31.815,2007,Industrial,urban,-0.5275,38.3972
SPO-ES1787A_06001_500,PM2.5,13.077,2010,Industrial,urban,-0.5275,38.3972
SP_03122005_9_M,PM2.5,30.154,2006,Industrial,urban,-0.5275,38.3972
SP_43148026_9_M,PM2.5,10.133,2010,Background,urban,1.2467,41.1229
SP_08121014_9_M,PM2.5,13.147,2009,Background,urban,2.4373,41.5519
SP_03122005_9_M,PM2.5,20.955,2005,Industrial,urban,-0.5275,38.3972
SPO-ES1849A_06001_102,PM2.5,16.795,2008,Traffic,urban,-0.7175,38.2592
SPO-ES1787A_06001_500,PM2.5,14.808,2009,Industrial,urban,-0.5275,38.3972
SP_28047002_9_49,PM2.5,13.246,2010,Traffic,urban,-4.0143,40.6339
SP_15078008_9_46,PM2.5,13.391,2009,Traffic,urban,-8.5311,42.8878
SP_28047002_9_49,PM2.5,14.593,2008,Traffic,urban,-4.0143,40.6339
SP_15078008_9_49,PM2.5,13.391,2009,Traffic,urban,-8.5311,42.8878
SP_36057021_9_47,PM2.5,13.375,2008,Background,urban,-8.7369,42.2103
SP_46250046_9_46,PM2.5,15.723,2009,Background,urban,-0.3364,39.4803
SP_28007004_9_49,PM2.5,14.837,2009,Background,urban,-3.8337,40.3419
SP_28148004_9_M,PM2.5,15.007,2010,Background,urban,-3.4776,40.4495
SPO-ES1787A_06001_500,PM2.5,30.154,2006,Industrial,urban,-0.5275,38.3972
SPO-ES1601A_06001_100,PM2.5,13.254,2006,Background,urban,-7.0115,38.8876
SPO-ES1615A_06001_100,PM2.5,13.428,2006,Background,urban,-6.3603,39.4728
SP_36057021_9_49,PM2.5,13.375,2008,Background,urban,-8.7369,42.2103
SP_36057021_9_49,PM2.5,15.084,2009,Background,urban,-8.7369,42.2103
SP_28047002_9_49,PM2.5,19.088,2007,Traffic,urban,-4.0143,40.6339
SP_28047002_9_49,PM2.5,14.333,2009,Traffic,urban,-4.0143,40.6339
SP_30016020_9_M,PM2.5,11.642,2010,Background,urban,-0.9753,37.6031
SP_26089001_9_M,PM2.5,13.001,2009,Background,urban,-2.428,42.464
SP_06015001_9_M,PM2.5,6.243,2005,Background,urban,-7.0115,38.8876
SP_26089001_9_M,PM2.5,6.405,2010,Background,urban,-2.428,42.464
SP_31201012_9_49,PM2.5,13.315,2010,Background,urban,-1.6514,42.8072
SP_20069005_9_M,PM2.5,10.453,2010,Traffic,urban,-2.0109,43.3094
SP_48020003_9_M,PM2.5,11.932,2010,Background,urban,-2.9023,43.2549
SPO-ES1615A_06001_100,PM2.5,11.648,2005,Background,urban,-6.3603,39.4728
SP_28148004_9_49,PM2.5,15.007,2010,Background,urban,-3.4776,40.4495
SP_15078008_9_49,PM2.5,6.276,2010,Traffic,urban,-8.5311,42.8878
SP_28007004_9_M,PM2.5,14.837,2009,Background,urban,-3.8337,40.3419
SP_46250046_9_46,PM2.5,13.917,2010,Background,urban,-0.3364,39.4803
SPO-ES1798A_06001_102,PM2.5,25.462,2006,Industrial,urban,-8.4249,43.3542
SP_06015001_9_M,PM2.5,12.246,2009,Background,urban,-7.0115,38.8876
SP_06015001_9_M,PM2.5,7.887,2010,Background,urban,-7.0115,38.8876
SPO-ES1601A_06001_100,PM2.5,12.246,2009,Background,urban,-7.0115,38.8876
SP_26089001_9_M,PM2.5,12.88,2009,Background,urban,-2.428,42.464
SP_15078008_9_46,PM2.5,6.276,2010,Traffic,urban,-8.5311,42.8878
SP_48020003_9_49,PM2.5,12.082,2009,Background,urban,-2.9023,43.2549
SP_48020003_9_49,PM2.5,11.932,2010,Background,urban,-2.9023,43.2549
SP_20069005_9_49,PM2.5,10.993,2009,Traffic,urban,-2.0109,43.3094
SP_48020003_9_M,PM2.5,12.082,2009,Background,urban,-2.9023,43.2549
SP_31201012_9_49,PM2.5,13.041,2009,Background,urban,-1.6514,42.8072
SP_20069005_9_M,PM2.5,10.993,2009,Traffic,urban,-2.0109,43.3094
SP_20069005_9_49,PM2.5,10.453,2010,Traffic,urban,-2.0109,43.3094
SP_30016020_9_M,PM2.5,15.586,2009,Background,urban,-0.9753,37.6031
